300
('O', (2, 3), (2, 2)), 299.99967279499106
('O', (2, 4), (2, 5)), 286.2025100650062
('O', (3, 4), (4, 4)), 292.1296372349898
('O', (1, 4), (1, 5)), 281.3116855840053
('X', (3, 4), (3, 5)), 286.63257817699923
('O', (1, 1), (2, 1)), 279.01673398799903
('X', (3, 3), (3, 4)), 283.58179958799155
('X', (0, 3), (1, 3)), 272.88128944400523
('X', (0, 5), (0, 4)), 283.2084867199883
('O', (1, 2), (1, 1)), 271.9657276939979
('O', (0, 2), (0, 1)), 282.1087961019948
('O', (1, 2), (0, 2)), 266.8769523709925
('O', (3, 2), (3, 1)), 279.2511052639893
