300
('O', (2, 1), (3, 1)), 299.9996478450048
('O', (2, 5), (2, 4)), 292.37572021399683
('O', (4, 5), (5, 5)), 294.49393110501114
('X', (3, 5), (3, 4)), 280.97055902199645
('O', (4, 3), (4, 4)), 293.4111614570138
('O', (4, 2), (3, 2)), 278.2103681239969
('X', (0, 5), (1, 5)), 291.69569155901263
('X', (0, 4), (0, 5)), 274.8246805039962
('O', (5, 2), (5, 3)), 289.8307030850119
('O', (5, 0), (4, 0)), 273.89237687799323
('X', (0, 1), (0, 2)), 286.3226136760204
('X', (2, 1), (2, 2)), 270.33437472100195
('X', (2, 0), (2, 1)), 284.759549585011
('O', (5, 1), (5, 2)), 267.6673284980061
('O', (4, 1), (4, 2)), 283.3155427620077
('O', (5, 1), (4, 1)), 265.66264445400157
('X', (0, 0), (1, 0)), 278.76041932000953
('O', (5, 0), (5, 1)), 263.74519878400315
('O', (5, 4), (4, 3)), 274.5131229880062
