300
('O', (1, 2), (1, 1)), 299.99955476600735
('O', (4, 2), (3, 2)), 260.826587870004
('X', (1, 3), (1, 2)), 277.48170473500795
('X', (2, 3), (3, 3)), 241.77608370801318
('X', (2, 1), (3, 1)), 252.5855720899999
('O', (4, 4), (3, 4)), 233.3716381280101
('O', (4, 5), (3, 5)), 238.65705717800301
('X', (2, 5), (2, 4)), 220.61582486001134
('O', (5, 5), (4, 5)), 237.48204987500503
('O', (5, 4), (4, 4)), 219.41608525400807
('X', (1, 5), (2, 5)), 235.40143934701337
('O', (5, 5), (5, 4)), 219.2908637230139
