300
('X', (3, 2), (4, 2)), 299.99958389300446
('O', (2, 3), (3, 3)), 269.1565977020073
('O', (2, 1), (2, 2)), 290.34531447000336
('X', (3, 0), (3, 1)), 264.11143989099946
('O', (1, 1), (1, 2)), 289.16661553800805
('X', (5, 0), (4, 0)), 263.00704709699494
('O', (2, 1), (1, 1)), 288.61424289301794
('X', (5, 1), (4, 1)), 262.1500475639914
('X', (5, 5), (5, 4)), 287.71169504702266
('O', (2, 0), (1, 0)), 261.04991535498993
('X', (3, 5), (2, 5)), 281.9337418640207
('O', (3, 0), (2, 0)), 257.3358383219893
('O', (3, 2), (1, 3)), 277.89938891501515
