300
('O', (2, 1), (1, 1)), 299.99967066099634
('O', (2, 4), (2, 3)), 248.2251653590065
('X', (3, 1), (2, 1)), 271.96974416698504
('X', (3, 2), (3, 3)), 219.17804735001118
('X', (1, 2), (1, 3)), 242.89488842498395
('O', (4, 4), (4, 3)), 212.5630734810111
('O', (5, 4), (5, 3)), 232.6517100679921
('X', (5, 2), (4, 2)), 201.11750831801328
('O', (5, 5), (4, 5)), 231.87075433699647
('X', (5, 1), (4, 1)), 200.70038416601892
('O', (5, 4), (4, 4)), 231.1542117689969
('X', (5, 0), (5, 1)), 168.58722082601162
('X', (3, 0), (3, 1)), 218.39898771900334
