300
('O', (4, 2), (5, 2)), 299.9996658949967
('O', (2, 2), (3, 2)), 271.0558235399949
('X', (4, 3), (5, 3)), 287.4156960269902
('X', (4, 1), (5, 1)), 256.63678453399916
('O', (0, 2), (1, 2)), 275.774421597991
('X', (2, 1), (1, 1)), 245.97869257300044
('X', (2, 5), (2, 4)), 266.037556862997
('X', (0, 5), (1, 5)), 242.95537575599155
('O', (0, 4), (1, 4)), 265.73467074100336
('O', (0, 0), (0, 1)), 242.40780903799168
('X', (0, 2), (0, 3)), 257.3505841389997
('O', (3, 0), (3, 1)), 231.1578650429874
('O', (4, 0), (3, 0)), 255.37888549700438
('O', (4, 3), (3, 3)), 230.54962889298622
