300
('O', (1, 2), (2, 2)), 299.9994978110044
('O', (1, 3), (1, 4)), 286.9008066289971
('X', (3, 1), (2, 1)), 293.4617804800073
('X', (3, 3), (3, 4)), 274.86373959999764
('O', (0, 3), (0, 4)), 289.2350295760116
('O', (2, 3), (2, 4)), 273.33513563798624
('X', (4, 3), (4, 4)), 287.67322526501084
('O', (0, 3), (1, 3)), 272.61228173699055
('O', (0, 2), (0, 3)), 287.3634827420028
('X', (5, 3), (4, 3)), 272.10575705398514
('O', (1, 2), (0, 2)), 286.1352692209912
('O', (1, 1), (0, 1)), 272.04327619698597
