300
('O', (2, 3), (2, 4)), 299.9996183990006
('O', (2, 2), (1, 2)), 285.6400564159994
('O', (3, 2), (2, 2)), 282.43833712799824
('X', (0, 3), (1, 3)), 257.98304920799274
('X', (0, 1), (1, 1)), 274.4314635320043
('X', (0, 3), (0, 2)), 243.7627501550014
('X', (0, 4), (1, 4)), 269.54102986601356
('O', (4, 2), (4, 3)), 239.68426090299909
('O', (4, 0), (4, 1)), 269.1520959880145
('X', (0, 3), (0, 4)), 238.20346040998993
('O', (2, 0), (2, 1)), 265.648668467009
('O', (3, 0), (2, 0)), 234.96864479598298
('O', (4, 0), (3, 0)), 264.97947950100934
('O', (5, 0), (5, 1)), 233.6916982029943
('O', (4, 0), (5, 0)), 264.6354161100171
('O', (4, 2), (5, 2)), 233.03280554899538
('O', (3, 2), (3, 1)), 264.13482040000963
