300
('X', (2, 3), (3, 3)), 299.9996918699908
('O', (3, 2), (2, 2)), 295.484061997995
('X', (2, 4), (2, 3)), 292.1801732469903
('O', (4, 2), (4, 3)), 293.36023942199245
('O', (4, 0), (4, 1)), 289.48291283599974
('O', (0, 0), (0, 1)), 291.0564212390018
('X', (2, 5), (2, 4)), 284.6486715140054
('O', (2, 0), (3, 0)), 289.55354964699654
('X', (1, 5), (1, 4)), 283.62615309901594
('X', (5, 5), (5, 4)), 288.46842245598964
('X', (3, 5), (3, 4)), 280.52053958302713
('X', (4, 5), (4, 4)), 286.62279888498597
