300
('O', (1, 2), (1, 3)), 299.9996375829942
('O', (3, 2), (2, 2)), 292.66486764801084
('O', (3, 0), (2, 0)), 289.376183069995
('O', (4, 0), (5, 0)), 289.7070883090055
('X', (5, 3), (5, 2)), 275.87530258798506
('X', (5, 4), (4, 4)), 287.85998686200764
('X', (5, 3), (4, 3)), 275.07960553097655
('O', (4, 1), (3, 1)), 287.56767420801043
('O', (4, 2), (4, 1)), 274.15965744198184
('X', (5, 5), (4, 5)), 287.46135692599637
('X', (5, 4), (5, 5)), 270.2057329299714
('O', (3, 2), (3, 3)), 286.57353288099694
('O', (4, 2), (3, 2)), 265.02188175698393
('O', (1, 2), (1, 1)), 285.14448023399746
('O', (0, 2), (1, 2)), 257.8329992649815
('O', (0, 3), (0, 2)), 285.08075085899327
