300
('X', (0, 3), (0, 4)), 299.9996537620027
('O', (5, 2), (4, 2)), 284.3549140850082
('X', (0, 2), (1, 2)), 283.73530725800083
('O', (5, 5), (5, 4)), 283.2314427240053
('X', (0, 1), (1, 1)), 279.6562473090016
('O', (4, 5), (4, 4)), 282.180701247009
('O', (1, 5), (2, 5)), 278.7353999170009
('O', (0, 5), (1, 5)), 282.03292664000764
('O', (0, 3), (1, 3)), 278.46455460700963
('O', (0, 2), (0, 3)), 281.9618983290129
('O', (2, 2), (3, 2)), 276.04873517501983
('O', (2, 3), (3, 3)), 281.81391231801535
('O', (2, 4), (1, 4)), 275.5790764970152
