300
('O', (0, 2), (0, 3)), 299.9995180639962
('O', (5, 2), (4, 2)), 285.9916629920044
('X', (3, 1), (4, 1)), 283.2670544769935
('X', (3, 3), (3, 2)), 248.38424752700666
('X', (2, 3), (2, 2)), 270.3843381249899
('X', (4, 3), (3, 3)), 244.2263915180083
('O', (5, 3), (5, 4)), 269.39761117198213
('O', (5, 1), (5, 2)), 244.02190505001636
('O', (5, 0), (4, 0)), 268.2788298049709
('X', (4, 5), (5, 5)), 242.57395870401524
('X', (0, 5), (0, 4)), 250.1684013169579
('O', (5, 1), (5, 0)), 239.2053098820179
('X', (4, 5), (3, 5)), 238.28138583195687
('X', (4, 4), (3, 4)), 229.84553815501567
