300
('X', (5, 3), (5, 2)), 299.999617095993
('X', (5, 5), (5, 4)), 268.8276155259955
('X', (2, 5), (1, 5)), 282.48270739699365
('X', (2, 4), (2, 3)), 252.0466958029865
('O', (4, 2), (3, 2)), 272.7208777729975
('X', (1, 4), (1, 3)), 248.08171679699444
('O', (4, 3), (4, 2)), 269.0696708970063
('O', (5, 3), (4, 3)), 245.47916730599536
('X', (2, 4), (3, 4)), 263.5668076580041
('O', (5, 5), (4, 5)), 228.35163837698929
('X', (0, 4), (0, 3)), 221.39487962600833
('O', (5, 3), (2, 2)), 191.81296137197933
('O', (5, 5), (1, 2)), 209.15348654901027
