300
('X', (3, 4), (3, 5)), 299.99829298500845
('O', (2, 4), (2, 3)), 255.43312504499045
('O', (2, 5), (1, 5)), 293.8670882550068
('O', (2, 4), (1, 4)), 251.80674818099942
('X', (3, 1), (3, 2)), 290.0971037330164
('X', (2, 1), (2, 2)), 245.90653609699802
('O', (3, 4), (3, 3)), 286.97661068201705
('O', (2, 4), (3, 4)), 237.48104237300868
('X', (3, 1), (2, 1)), 285.65159176502493
('X', (4, 1), (5, 1)), 237.13520192001306
('X', (4, 2), (4, 3)), 283.58366584102623
('X', (4, 0), (3, 0)), 237.0350796340208
('O', (2, 5), (2, 4)), 283.430503924028
('O', (4, 5), (5, 5)), 236.98870692701894
('O', (4, 4), (5, 4)), 283.42738481903507
('O', (4, 5), (4, 4)), 236.98823776801873
