300
('X', (3, 4), (2, 4)), 299.99957379901025
('X', (3, 1), (3, 2)), 281.10746127901075
('O', (1, 2), (2, 2)), 289.13076468301006
('X', (4, 1), (3, 1)), 273.2708663710073
('O', (1, 3), (2, 3)), 281.7171834220062
('O', (1, 5), (2, 5)), 269.9568310990144
('O', (0, 5), (1, 5)), 273.69274058500014
('X', (4, 4), (4, 5)), 266.01581325600273
('O', (0, 4), (1, 4)), 267.5869982580043
('O', (0, 5), (0, 4)), 263.3370998649916
('O', (3, 5), (3, 4)), 248.1863884570048
('O', (0, 5), (2, 1)), 221.20038463099627
('O', (3, 5), (2, 0)), 239.13663341900974
