300
('X', (1, 3), (2, 3)), 299.9994717679947
('O', (3, 2), (2, 2)), 289.17588320799405
('O', (3, 4), (3, 3)), 284.6148581419984
('O', (4, 4), (4, 3)), 282.0638238269894
('O', (2, 4), (3, 4)), 278.7282367699954
('O', (2, 5), (3, 5)), 280.9607638699963
('X', (1, 4), (1, 5)), 277.58337721199496
('X', (2, 4), (1, 4)), 280.22523532299965
('X', (0, 4), (0, 3)), 276.7250543969858
('X', (0, 5), (0, 4)), 280.20215295199887
('X', (4, 5), (5, 5)), 276.10029588098405
('X', (4, 4), (5, 4)), 279.7035314310051
('O', (2, 4), (2, 5)), 275.51475173998915
('O', (2, 1), (3, 1)), 279.01024422699993
('O', (0, 1), (1, 1)), 274.88339520498994
('O', (0, 2), (1, 2)), 278.7722724990017
('O', (0, 1), (0, 0)), 274.68687559699174
('O', (0, 2), (0, 1)), 278.47159654700954
('O', (0, 5), (1, 3)), 272.9280753189814
