300
('O', (2, 4), (3, 4)), 299.99967707500036
('O', (1, 4), (1, 3)), 292.4014753699885
('O', (1, 5), (2, 5)), 291.4999224820058
('O', (0, 5), (0, 4)), 290.7811513239867
('X', (4, 3), (3, 3)), 290.5997279660078
('X', (4, 5), (3, 5)), 289.9636053579743
('X', (5, 5), (5, 4)), 289.7498944130057
('X', (4, 5), (5, 5)), 289.8963850029686
('X', (4, 2), (3, 2)), 288.85233546901145
('X', (5, 2), (4, 2)), 289.61350846197456
('O', (1, 5), (0, 5)), 288.5041833300056
('X', (5, 1), (4, 1)), 289.5486059859686
('O', (1, 4), (2, 4)), 288.46903933701105
('O', (1, 5), (1, 4)), 289.54805460396165
