300
('X', (5, 3), (5, 4)), 299.99949867799296
('O', (4, 2), (4, 3)), 290.62053424799524
('O', (1, 2), (2, 2)), 294.4381722019898
('O', (0, 2), (0, 1)), 287.8692021970055
('O', (1, 2), (1, 3)), 291.60660796798766
('O', (1, 0), (0, 0)), 287.2938882500166
('O', (1, 1), (1, 2)), 290.2743554079789
('O', (2, 1), (3, 1)), 286.9672617120232
('O', (2, 0), (3, 0)), 290.20249702897854
('X', (5, 2), (4, 2)), 286.9572178520175
('O', (2, 1), (1, 1)), 290.07124218497484
('O', (2, 0), (2, 1)), 286.95672739502334
