300
('X', (5, 3), (4, 3)), 299.9996684350044
('X', (5, 0), (5, 1)), 285.23533605800185
('X', (2, 0), (1, 0)), 293.07083542800683
('O', (3, 2), (3, 1)), 260.285858415009
('O', (1, 2), (1, 3)), 286.56645446001494
('O', (3, 2), (3, 3)), 252.72523259700392
('O', (1, 2), (2, 2)), 282.7494222030218
('O', (1, 1), (2, 1)), 252.1386082520039
('X', (3, 0), (4, 0)), 282.4923416060192
('O', (1, 2), (0, 2)), 252.06339990299603
('O', (1, 1), (1, 2)), 282.4536613930104
('O', (0, 1), (1, 1)), 252.0337765069853
('O', (0, 0), (0, 1)), 282.45337668700085
