300
('X', (3, 2), (3, 1)), 299.99965618000715
('O', (2, 3), (1, 3)), 274.9517285990005
('X', (3, 4), (2, 4)), 290.9560614630027
('O', (3, 3), (2, 3)), 271.5031956929888
('O', (5, 3), (4, 3)), 289.98215789400274
('X', (4, 4), (5, 4)), 266.8097897330008
('O', (5, 1), (4, 1)), 289.30870123399654
('O', (5, 3), (5, 2)), 265.6108304189984
('X', (3, 4), (3, 3)), 287.1230432519951
('O', (0, 3), (0, 4)), 261.9550156619953
('O', (0, 1), (1, 1)), 285.51442258300085
('O', (0, 0), (1, 0)), 259.0500635310018
('O', (0, 1), (0, 2)), 285.35703810100676
('O', (0, 0), (0, 1)), 258.6364262970019
('O', (2, 0), (2, 1)), 285.225873192001
