300
('O', (2, 5), (1, 5)), 299.99965577200055
('X', (0, 3), (1, 3)), 267.1270830269932
('O', (2, 4), (3, 4)), 296.56653122100397
('O', (0, 4), (0, 5)), 257.6565323370014
('O', (1, 4), (2, 4)), 296.2131440069934
('O', (0, 4), (1, 4)), 257.35861309400934
('O', (0, 2), (1, 2)), 295.99411064598826
('O', (0, 1), (1, 1)), 257.049219559005
('X', (0, 4), (0, 3)), 295.76903650299937
('O', (0, 2), (0, 1)), 255.74532882799394
('X', (4, 4), (4, 5)), 291.1911530859943
('O', (0, 4), (2, 1)), 242.29411159298616
('O', (0, 2), (0, 4)), 288.4112075569865
