300
('O', (2, 1), (3, 1)), 299.99962755200977
('O', (2, 4), (2, 3)), 285.4872612580075
('O', (4, 4), (5, 4)), 296.79982877401926
('O', (1, 4), (1, 3)), 275.2782986740058
('X', (5, 3), (4, 3)), 293.0024646860111
('O', (2, 4), (1, 4)), 272.4091246750031
('O', (4, 4), (3, 4)), 291.3324895450205
('O', (4, 5), (3, 5)), 271.4705232139968
('X', (5, 0), (5, 1)), 290.70953754101356
('X', (3, 0), (4, 0)), 270.1098674929963
('O', (5, 5), (4, 5)), 290.14147049402527
('O', (2, 5), (1, 5)), 264.6578528969985
('O', (2, 4), (2, 5)), 290.14084364402515
