300
('X', (4, 3), (4, 2)), 299.9996571859956
('X', (4, 4), (4, 5)), 262.7666780180007
('O', (3, 2), (3, 3)), 295.6103267599974
('O', (0, 2), (1, 2)), 257.09217291799723
('O', (0, 0), (0, 1)), 291.3802346110024
('O', (1, 0), (2, 0)), 252.05621605200577
('O', (1, 1), (1, 0)), 289.8319895790046
('O', (2, 1), (2, 2)), 249.4285789830028
('X', (2, 4), (2, 3)), 285.7822358040139
('X', (1, 4), (1, 3)), 243.87800532999972
('X', (4, 4), (3, 4)), 268.4859030270163
('O', (3, 1), (3, 2)), 241.96281880501192
('X', (5, 4), (5, 5)), 267.94874954700936
('O', (5, 1), (4, 1)), 241.069602914009
('O', (5, 2), (5, 3)), 267.864143127008
('X', (4, 4), (5, 4)), 241.03857820401026
('O', (5, 1), (5, 2)), 267.8386893660063
('O', (5, 0), (4, 0)), 241.03551294300996
('O', (5, 1), (5, 0)), 267.83460880401253
('O', (3, 1), (2, 1)), 241.01472398200713
('O', (3, 0), (3, 1)), 267.8237175730028
('O', (0, 0), (0, 2)), 240.98257531599666
