300
('O', (1, 2), (1, 3)), 296.10660383399954
('O', (3, 2), (2, 2)), 292.2852688270068
('O', (4, 2), (3, 2)), 292.2711395239967
('O', (4, 4), (5, 4)), 288.60587532600766
('O', (2, 4), (1, 4)), 280.4696273570007
('O', (2, 5), (1, 5)), 287.87966368801426
('X', (2, 3), (2, 4)), 268.05521226000565
('O', (5, 5), (4, 5)), 287.2222917670151
('X', (3, 3), (4, 3)), 253.69038625599933
('X', (2, 3), (3, 3)), 286.11573790801776
('O', (3, 5), (2, 5)), 230.58453718399687
('O', (3, 4), (3, 5)), 285.3632995690132
