300
('X', (0, 3), (0, 2)), 296.0297882619998
('O', (3, 2), (4, 2)), 290.65442855199944
('O', (2, 2), (3, 2)), 288.4579281339975
('O', (2, 3), (1, 3)), 288.51389214899973
('O', (2, 1), (2, 2)), 284.86066772999766
('O', (1, 1), (2, 1)), 288.2156201709986
('O', (1, 0), (1, 1)), 279.5906429379975
('O', (2, 0), (3, 0)), 288.02677143599794
('O', (0, 0), (0, 1)), 274.9847691429968
('O', (1, 0), (0, 0)), 287.8506917909981
('O', (2, 0), (1, 0)), 269.13750390199493
('X', (0, 4), (0, 5)), 287.6076848049961
('O', (4, 0), (4, 1)), 261.39819433599405
('X', (1, 4), (1, 5)), 286.93185594699753
('X', (2, 4), (2, 5)), 254.94016360499154
('O', (5, 0), (5, 1)), 286.56300633799765
('X', (3, 4), (3, 5)), 251.62926660699304
